epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,460.466,1.14024,1.2011,1.03974,0.27016,0.10818,0.109,0.06489,1.65326,4.32803,1.33497,3.01203e-05,3.01203e-05,3.01203e-05
169,463.457,1.15304,1.1461,1.02817,0.2526,0.11678,0.10889,0.06408,1.64955,4.3278,1.33343,3.00312e-05,3.00312e-05,3.00312e-05
170,466.196,1.15108,1.19034,1.01063,0.28158,0.11358,0.10629,0.06194,1.65126,4.34253,1.33606,2.99421e-05,2.99421e-05,2.99421e-05
171,468.594,1.1433,1.21901,1.02469,0.27708,0.11177,0.10697,0.06248,1.64647,4.34258,1.3338,2.9853e-05,2.9853e-05,2.9853e-05
172,471.005,1.17373,1.1779,1.01305,0.2772,0.11312,0.10666,0.06258,1.64433,4.33855,1.33333,2.97639e-05,2.97639e-05,2.97639e-05
173,473.444,1.15738,1.19984,1.03399,0.26333,0.11167,0.10739,0.06349,1.64686,4.33117,1.33318,2.96748e-05,2.96748e-05,2.96748e-05
174,476.275,1.13817,1.12925,1.01387,0.27177,0.10926,0.10672,0.06364,1.65064,4.34251,1.3372,2.95857e-05,2.95857e-05,2.95857e-05
175,479.134,1.1398,1.19594,1.0247,0.27455,0.10789,0.10492,0.06239,1.65405,4.33792,1.33774,2.94966e-05,2.94966e-05,2.94966e-05
176,481.537,1.15975,1.11742,1.03974,0.2554,0.11473,0.10699,0.0637,1.65911,4.34013,1.34055,2.94075e-05,2.94075e-05,2.94075e-05
177,483.988,1.12928,1.14081,1.00863,0.27827,0.11333,0.10383,0.06143,1.66184,4.35811,1.34568,2.93184e-05,2.93184e-05,2.93184e-05
178,486.439,1.17538,1.22371,1.04303,0.27795,0.11472,0.10452,0.06158,1.66805,4.34618,1.34658,2.92293e-05,2.92293e-05,2.92293e-05
179,488.93,1.13604,1.11573,1.01945,0.2743,0.11192,0.10451,0.06098,1.6763,4.34951,1.3505,2.91402e-05,2.91402e-05,2.91402e-05
180,492.112,1.16126,1.16905,1.02157,0.26278,0.11167,0.10445,0.06139,1.67829,4.34964,1.35185,2.90511e-05,2.90511e-05,2.90511e-05
181,494.696,1.13355,1.18106,1.03045,0.24969,0.11244,0.10387,0.05998,1.68084,4.34351,1.35245,2.8962e-05,2.8962e-05,2.8962e-05
182,497.143,1.14602,1.0828,1.00729,0.264,0.11187,0.10402,0.05986,1.68549,4.34051,1.3583,2.88729e-05,2.88729e-05,2.88729e-05
183,499.599,1.17271,1.16709,1.00307,0.26387,0.11075,0.10415,0.05906,1.68835,4.34686,1.36032,2.87838e-05,2.87838e-05,2.87838e-05
184,502.014,1.12624,1.07905,1.01207,0.27479,0.10931,0.10474,0.06041,1.68751,4.35495,1.36223,2.86947e-05,2.86947e-05,2.86947e-05
185,505.109,1.18901,1.17282,1.02777,0.27357,0.10998,0.10329,0.05888,1.68689,4.34656,1.36312,2.86056e-05,2.86056e-05,2.86056e-05
186,507.785,1.1605,1.16614,1.04887,0.26178,0.11753,0.10395,0.05999,1.68243,4.34027,1.35818,2.85165e-05,2.85165e-05,2.85165e-05
187,510.153,1.12161,1.09106,1.0156,0.25666,0.1172,0.10418,0.06065,1.67318,4.34436,1.35408,2.84274e-05,2.84274e-05,2.84274e-05
188,512.556,1.10421,1.08753,1.02154,0.24354,0.11612,0.10429,0.06013,1.66053,4.34735,1.34894,2.83383e-05,2.83383e-05,2.83383e-05
189,514.982,1.18307,1.17174,1.02193,0.27805,0.11273,0.10476,0.06103,1.6519,4.33609,1.34317,2.82492e-05,2.82492e-05,2.82492e-05
190,517.703,1.14055,1.07418,1.0182,0.28022,0.11167,0.10492,0.06232,1.65795,4.33849,1.34518,2.81601e-05,2.81601e-05,2.81601e-05
191,520.529,1.11756,1.13216,1.0261,0.254,0.11615,0.10493,0.06207,1.65865,4.32887,1.34407,2.8071e-05,2.8071e-05,2.8071e-05
192,523.045,1.12661,1.11299,1.0017,0.26639,0.11498,0.10576,0.06226,1.66146,4.33178,1.34486,2.79819e-05,2.79819e-05,2.79819e-05
193,525.482,1.12492,1.07967,0.99915,0.3012,0.11582,0.10538,0.06127,1.66785,4.32831,1.34594,2.78928e-05,2.78928e-05,2.78928e-05
194,527.99,1.13077,1.09445,1.03481,0.30103,0.11341,0.10456,0.05972,1.67226,4.31291,1.34728,2.78037e-05,2.78037e-05,2.78037e-05
195,531.018,1.12484,1.09458,1.01279,0.29862,0.11289,0.10566,0.0602,1.67623,4.31177,1.34707,2.77146e-05,2.77146e-05,2.77146e-05
196,534.446,1.1585,1.14443,1.00011,0.30022,0.10463,0.1058,0.06011,1.6805,4.31604,1.34851,2.76255e-05,2.76255e-05,2.76255e-05
197,537.189,1.13674,1.12858,1.03433,0.28791,0.10666,0.10663,0.061,1.68245,4.31685,1.34731,2.75364e-05,2.75364e-05,2.75364e-05
198,539.702,1.15693,1.1801,0.99526,0.29032,0.10751,0.10779,0.06211,1.6801,4.32399,1.34647,2.74473e-05,2.74473e-05,2.74473e-05
199,542.128,1.11179,1.09274,1.01491,0.27742,0.10881,0.10792,0.06187,1.67198,4.3149,1.34137,2.73582e-05,2.73582e-05,2.73582e-05
200,544.507,1.10373,1.03913,1.02616,0.25302,0.11018,0.10696,0.06242,1.66469,4.30785,1.33751,2.72691e-05,2.72691e-05,2.72691e-05
201,547.205,1.12504,1.04695,1.00839,0.25428,0.11399,0.10809,0.06453,1.65727,4.309,1.33465,2.718e-05,2.718e-05,2.718e-05
202,550.2,1.12727,1.05835,1.01638,0.2673,0.11244,0.10768,0.0643,1.65759,4.31138,1.33463,2.70909e-05,2.70909e-05,2.70909e-05
203,552.643,1.14807,1.07428,0.99898,0.25789,0.10551,0.11028,0.06469,1.66285,4.32768,1.3375,2.70018e-05,2.70018e-05,2.70018e-05
204,555.063,1.14889,1.01598,1.00643,0.26026,0.11091,0.10974,0.06447,1.66894,4.32506,1.3394,2.69127e-05,2.69127e-05,2.69127e-05
205,557.485,1.12202,1.05013,1.01006,0.26011,0.10876,0.11067,0.0644,1.67921,4.32729,1.34324,2.68236e-05,2.68236e-05,2.68236e-05
206,559.877,1.11044,0.99139,1.01367,0.26168,0.10837,0.11216,0.06482,1.68469,4.33202,1.3449,2.67345e-05,2.67345e-05,2.67345e-05
207,562.908,1.1216,1.09049,1.0013,0.27469,0.10831,0.11191,0.064,1.68521,4.33423,1.34608,2.66454e-05,2.66454e-05,2.66454e-05
208,565.59,1.13282,1.04371,0.99884,0.28634,0.10873,0.11118,0.06333,1.68529,4.33443,1.34663,2.65563e-05,2.65563e-05,2.65563e-05
209,567.963,1.14169,1.09098,1.02685,0.33116,0.09852,0.11174,0.06418,1.68041,4.31869,1.3433,2.64672e-05,2.64672e-05,2.64672e-05
210,570.348,1.10156,1.01712,1.00867,0.36384,0.09583,0.11084,0.06422,1.67203,4.30733,1.33917,2.63781e-05,2.63781e-05,2.63781e-05
211,572.817,1.09243,1.04185,1.0136,0.37271,0.09516,0.11005,0.06385,1.66684,4.30094,1.33717,2.6289e-05,2.6289e-05,2.6289e-05
212,575.607,1.1044,0.99064,1.01111,0.34615,0.09853,0.11085,0.06411,1.66434,4.30103,1.33637,2.61999e-05,2.61999e-05,2.61999e-05
213,578.435,1.07769,1.01233,1.00767,0.34625,0.09724,0.11129,0.06513,1.6598,4.29942,1.3346,2.61108e-05,2.61108e-05,2.61108e-05
214,580.899,1.1119,1.01837,1.02491,0.29695,0.1088,0.11094,0.06515,1.65692,4.2935,1.33358,2.60217e-05,2.60217e-05,2.60217e-05
215,583.378,1.0946,1.102,0.99661,0.31251,0.10903,0.11051,0.06472,1.65424,4.29247,1.33298,2.59326e-05,2.59326e-05,2.59326e-05
216,585.802,1.08008,0.97069,1.0075,0.30779,0.1107,0.10953,0.06405,1.65726,4.29606,1.33544,2.58435e-05,2.58435e-05,2.58435e-05
217,588.293,1.09055,1.06268,1.04296,0.29986,0.11668,0.10939,0.06306,1.6589,4.29469,1.33633,2.57544e-05,2.57544e-05,2.57544e-05
218,591.376,1.11122,1.01005,1.01685,0.28886,0.12012,0.10953,0.06274,1.6677,4.29736,1.34142,2.56653e-05,2.56653e-05,2.56653e-05
219,593.911,1.10985,1.09063,1.00822,0.29092,0.11297,0.10941,0.06242,1.68014,4.31126,1.34631,2.55762e-05,2.55762e-05,2.55762e-05
220,596.314,1.08791,0.98994,1.03149,0.26574,0.1147,0.10906,0.06248,1.68546,4.31726,1.34852,2.54871e-05,2.54871e-05,2.54871e-05
221,598.72,1.0862,0.99921,0.98778,0.25176,0.11627,0.10916,0.06212,1.69064,4.34077,1.35185,2.5398e-05,2.5398e-05,2.5398e-05
222,601.124,1.07821,1.00109,1.02596,0.26363,0.1149,0.10971,0.06253,1.68512,4.34176,1.3475,2.53089e-05,2.53089e-05,2.53089e-05
223,603.989,1.07643,0.99104,1.00968,0.27614,0.11528,0.11061,0.06269,1.67849,4.34581,1.34424,2.52198e-05,2.52198e-05,2.52198e-05
224,606.776,1.08909,0.98403,0.99212,0.30328,0.11671,0.10986,0.06296,1.67344,4.34445,1.34246,2.51307e-05,2.51307e-05,2.51307e-05
225,609.145,1.09803,1.03465,1.01403,0.30057,0.11618,0.11147,0.0648,1.66271,4.33515,1.33647,2.50416e-05,2.50416e-05,2.50416e-05
226,611.474,1.09174,0.98277,1.02677,0.27824,0.11916,0.11192,0.06569,1.64862,4.32882,1.33006,2.49525e-05,2.49525e-05,2.49525e-05
227,614.103,1.10819,1.05876,1.01985,0.28049,0.11075,0.11264,0.0661,1.64373,4.32393,1.32575,2.48634e-05,2.48634e-05,2.48634e-05
228,616.903,1.07947,0.94427,1.01998,0.30512,0.10745,0.11368,0.06715,1.6407,4.31575,1.32446,2.47743e-05,2.47743e-05,2.47743e-05
229,619.94,1.07302,0.98098,1.00764,0.30541,0.10855,0.11399,0.06695,1.63896,4.31516,1.32542,2.46852e-05,2.46852e-05,2.46852e-05
230,622.354,1.09689,1.01447,0.9997,0.27855,0.10914,0.11318,0.06596,1.64191,4.3205,1.32941,2.45961e-05,2.45961e-05,2.45961e-05
231,624.755,1.08693,1.00567,0.98121,0.27727,0.10869,0.11306,0.06591,1.64669,4.31276,1.3326,2.4507e-05,2.4507e-05,2.4507e-05
232,627.074,1.12334,1.03804,1.01065,0.26497,0.10987,0.11437,0.06683,1.6529,4.30873,1.33483,2.44179e-05,2.44179e-05,2.44179e-05
233,629.506,1.1124,0.97917,1.0026,0.27585,0.11169,0.11359,0.0661,1.65565,4.30766,1.33636,2.43288e-05,2.43288e-05,2.43288e-05
234,632.651,1.10872,1.0498,0.98159,0.263,0.11308,0.11276,0.0654,1.65679,4.31942,1.33806,2.42397e-05,2.42397e-05,2.42397e-05
235,635.267,1.07516,0.97054,0.98044,0.29597,0.10022,0.1125,0.06507,1.65689,4.30537,1.33999,2.41506e-05,2.41506e-05,2.41506e-05
236,637.622,1.07156,0.91698,1.01174,0.2965,0.10974,0.11053,0.0644,1.65742,4.29264,1.33918,2.40615e-05,2.40615e-05,2.40615e-05
237,640.015,1.12387,1.05614,1.03818,0.29577,0.10292,0.10847,0.06393,1.65176,4.27363,1.33594,2.39724e-05,2.39724e-05,2.39724e-05
238,642.459,1.06721,0.99421,1.02264,0.31185,0.10604,0.10984,0.06475,1.65113,4.26315,1.33513,2.38833e-05,2.38833e-05,2.38833e-05
239,645.314,1.0602,0.96254,1.01653,0.31206,0.10407,0.10832,0.0635,1.6499,4.25662,1.33363,2.37942e-05,2.37942e-05,2.37942e-05
240,648.179,1.06516,1.01436,1.01065,0.31383,0.10281,0.10878,0.06384,1.64989,4.26195,1.33302,2.37051e-05,2.37051e-05,2.37051e-05
241,650.6,1.07819,1.00812,0.97423,0.31199,0.10273,0.10675,0.06233,1.65076,4.26707,1.33534,2.3616e-05,2.3616e-05,2.3616e-05
242,653.047,1.07817,0.97661,1.00832,0.30797,0.1007,0.10664,0.06206,1.6498,4.26884,1.33522,2.35269e-05,2.35269e-05,2.35269e-05
243,655.484,1.08935,0.93307,0.98118,0.31518,0.10118,0.10726,0.06279,1.65402,4.27487,1.33631,2.34378e-05,2.34378e-05,2.34378e-05
244,658.131,1.04706,0.9436,1.01159,0.3154,0.10183,0.10892,0.06317,1.65461,4.28364,1.33459,2.33487e-05,2.33487e-05,2.33487e-05
245,661.235,1.08372,0.99699,0.99397,0.25347,0.11463,0.11082,0.06347,1.65139,4.28984,1.33395,2.32596e-05,2.32596e-05,2.32596e-05
246,663.71,1.06465,1.01872,1.04136,0.26853,0.11899,0.11134,0.06425,1.64845,4.2843,1.32839,2.31705e-05,2.31705e-05,2.31705e-05
247,666.144,1.08087,0.93738,1.01354,0.30593,0.11798,0.1123,0.06479,1.64748,4.28988,1.32703,2.30814e-05,2.30814e-05,2.30814e-05
248,668.5,1.08001,0.97661,1.0276,0.28218,0.11966,0.11312,0.06524,1.6453,4.28408,1.325,2.29923e-05,2.29923e-05,2.29923e-05
249,671.319,1.08898,1.05877,1.0212,0.28069,0.12954,0.11248,0.06498,1.63905,4.28177,1.32349,2.29032e-05,2.29032e-05,2.29032e-05
250,674.564,1.07488,0.97668,1.00228,0.29218,0.1315,0.11229,0.06471,1.63848,4.28385,1.32288,2.28141e-05,2.28141e-05,2.28141e-05
251,677.112,1.07891,0.98188,0.99926,0.32697,0.12242,0.11289,0.06495,1.63833,4.28044,1.3237,2.2725e-05,2.2725e-05,2.2725e-05
252,679.512,1.08697,0.97314,1.0232,0.31607,0.12298,0.11324,0.06527,1.6367,4.27681,1.32425,2.26359e-05,2.26359e-05,2.26359e-05
253,681.992,1.05725,0.96438,1.00569,0.28988,0.12339,0.11326,0.0649,1.63858,4.28973,1.32763,2.25468e-05,2.25468e-05,2.25468e-05
254,684.45,1.08815,0.94348,0.98326,0.2762,0.12127,0.11317,0.06501,1.64523,4.2968,1.33191,2.24577e-05,2.24577e-05,2.24577e-05
255,687.377,1.05924,0.96032,1.02005,0.2766,0.12152,0.11352,0.06438,1.65087,4.2781,1.33637,2.23686e-05,2.23686e-05,2.23686e-05
256,690.077,1.04481,0.96802,1.03628,0.26017,0.12013,0.1135,0.06407,1.65456,4.27186,1.33739,2.22795e-05,2.22795e-05,2.22795e-05
257,692.517,1.05689,0.9587,0.99301,0.2715,0.12222,0.11229,0.06343,1.65619,4.27458,1.33675,2.21904e-05,2.21904e-05,2.21904e-05
258,695.413,1.04844,0.90604,0.98972,0.28553,0.11966,0.11399,0.06424,1.65781,4.28273,1.33809,2.21013e-05,2.21013e-05,2.21013e-05
259,698.064,1.06966,1.00289,0.99658,0.29633,0.1162,0.11337,0.06396,1.65762,4.28434,1.3372,2.20122e-05,2.20122e-05,2.20122e-05
260,700.831,1.10925,0.96895,0.99749,0.29602,0.11758,0.11069,0.06336,1.65914,4.29614,1.33859,2.19231e-05,2.19231e-05,2.19231e-05
261,703.671,1.04614,0.92834,0.99633,0.30206,0.11465,0.10916,0.06298,1.65904,4.29767,1.33762,2.1834e-05,2.1834e-05,2.1834e-05
262,706.114,1.04349,0.92032,0.99983,0.28941,0.11786,0.11109,0.06447,1.65622,4.29496,1.33587,2.17449e-05,2.17449e-05,2.17449e-05
263,708.495,1.06705,0.97274,0.99193,0.30452,0.11896,0.11283,0.06526,1.65873,4.29039,1.33754,2.16558e-05,2.16558e-05,2.16558e-05
264,710.875,1.0798,0.9577,1.02197,0.2802,0.11839,0.11471,0.06755,1.65761,4.288,1.33772,2.15667e-05,2.15667e-05,2.15667e-05
265,713.503,1.0666,0.9337,0.99872,0.28521,0.11959,0.11516,0.06792,1.65805,4.28325,1.33753,2.14776e-05,2.14776e-05,2.14776e-05
266,716.836,1.03098,0.92667,0.98469,0.29122,0.12104,0.11343,0.06776,1.65616,4.2866,1.33647,2.13885e-05,2.13885e-05,2.13885e-05
267,719.343,1.0823,0.93793,0.98857,0.27745,0.12206,0.11384,0.06847,1.65996,4.29123,1.33815,2.12994e-05,2.12994e-05,2.12994e-05
268,721.855,1.03151,0.95411,0.98201,0.27933,0.12077,0.11444,0.06813,1.66126,4.28597,1.33748,2.12103e-05,2.12103e-05,2.12103e-05
269,724.29,1.05016,0.92706,0.98866,0.27931,0.12228,0.11495,0.06888,1.65978,4.27765,1.33679,2.11212e-05,2.11212e-05,2.11212e-05
270,726.855,1.02908,0.9929,1.02068,0.27708,0.12554,0.11496,0.06911,1.65798,4.27423,1.3338,2.10321e-05,2.10321e-05,2.10321e-05
271,729.984,1.05053,1.01346,1.00356,0.28852,0.12449,0.11476,0.06887,1.6542,4.26468,1.3304,2.0943e-05,2.0943e-05,2.0943e-05
272,732.64,1.07958,0.97808,0.99326,0.28681,0.12084,0.11489,0.06839,1.65661,4.26583,1.33164,2.08539e-05,2.08539e-05,2.08539e-05
273,735.11,1.01641,0.89935,0.99253,0.24934,0.1246,0.11394,0.0679,1.65733,4.26997,1.33281,2.07648e-05,2.07648e-05,2.07648e-05
274,737.528,1.08658,0.94677,0.98242,0.25173,0.12317,0.11122,0.06571,1.65811,4.27745,1.33341,2.06757e-05,2.06757e-05,2.06757e-05
275,739.922,1.0315,0.8849,1.01174,0.25234,0.12616,0.11071,0.06536,1.65373,4.27621,1.32995,2.05866e-05,2.05866e-05,2.05866e-05
276,742.775,1.02633,0.91907,0.96827,0.25934,0.11581,0.11191,0.06631,1.65399,4.28177,1.33206,2.04975e-05,2.04975e-05,2.04975e-05
277,745.549,1.03099,0.88924,0.97736,0.24467,0.11397,0.11232,0.06599,1.65656,4.28382,1.33336,2.04084e-05,2.04084e-05,2.04084e-05
278,747.965,1.05624,0.97016,0.99018,0.24285,0.11012,0.11082,0.06504,1.65918,4.28471,1.33481,2.03193e-05,2.03193e-05,2.03193e-05
279,750.36,1.04891,0.88455,0.9844,0.23976,0.10509,0.11083,0.06487,1.66534,4.28884,1.33614,2.02302e-05,2.02302e-05,2.02302e-05
280,752.838,1.05824,0.94891,0.98679,0.25163,0.11202,0.11112,0.06504,1.6671,4.28929,1.33574,2.01411e-05,2.01411e-05,2.01411e-05
281,755.414,1.05318,0.96153,0.98356,0.25216,0.11343,0.1104,0.06388,1.67154,4.28645,1.33648,2.0052e-05,2.0052e-05,2.0052e-05
282,758.448,1.02753,0.95787,0.98131,0.2394,0.11365,0.11101,0.0648,1.67432,4.28837,1.3391,1.99629e-05,1.99629e-05,1.99629e-05
283,760.954,1.04333,0.94871,1.01117,0.26488,0.11137,0.10965,0.06431,1.67764,4.28203,1.34,1.98738e-05,1.98738e-05,1.98738e-05
284,763.42,0.9901,0.8843,0.99286,0.26475,0.11449,0.11061,0.06481,1.67664,4.28909,1.34093,1.97847e-05,1.97847e-05,1.97847e-05
285,765.753,1.0317,0.87665,0.98347,0.29227,0.1106,0.1135,0.06545,1.67652,4.29488,1.34373,1.96956e-05,1.96956e-05,1.96956e-05
286,768.227,1.06871,0.95249,0.99082,0.28454,0.1132,0.113,0.06513,1.67738,4.30221,1.34527,1.96065e-05,1.96065e-05,1.96065e-05
287,771.213,1.0325,0.8941,0.99197,0.27294,0.12541,0.11287,0.06559,1.67731,4.30953,1.34527,1.95174e-05,1.95174e-05,1.95174e-05
288,773.903,1.04846,0.94807,0.99655,0.27308,0.12794,0.11357,0.06612,1.67633,4.30637,1.34436,1.94283e-05,1.94283e-05,1.94283e-05
289,776.272,1.02513,0.94022,1.01079,0.29977,0.11244,0.11437,0.06661,1.67084,4.30322,1.34168,1.93392e-05,1.93392e-05,1.93392e-05
290,778.683,1.03912,0.91049,0.99747,0.30573,0.12071,0.1117,0.06452,1.6706,4.3164,1.34145,1.92501e-05,1.92501e-05,1.92501e-05
291,781.025,1.03687,0.95809,1.00915,0.30563,0.12005,0.11269,0.06482,1.67133,4.31941,1.34109,1.9161e-05,1.9161e-05,1.9161e-05
292,783.666,1.02384,0.89282,0.9791,0.30334,0.12374,0.11165,0.06383,1.67342,4.33758,1.34374,1.90719e-05,1.90719e-05,1.90719e-05
293,786.574,1.01897,0.92488,0.99545,0.3013,0.12564,0.11237,0.06433,1.66981,4.34068,1.34301,1.89828e-05,1.89828e-05,1.89828e-05
294,789.006,1.06284,0.89604,0.96567,0.30141,0.1244,0.11284,0.06469,1.67338,4.34445,1.34548,1.88937e-05,1.88937e-05,1.88937e-05
295,791.399,1.08197,0.96528,1.00637,0.3144,0.12598,0.11335,0.06458,1.67848,4.3369,1.34678,1.88046e-05,1.88046e-05,1.88046e-05
296,793.913,1.06121,0.88328,0.96851,0.31381,0.12448,0.11285,0.06427,1.68085,4.33815,1.34917,1.87155e-05,1.87155e-05,1.87155e-05
297,796.3,1.0255,0.91844,1.03866,0.32594,0.12393,0.11412,0.0649,1.68184,4.32719,1.34828,1.86264e-05,1.86264e-05,1.86264e-05
298,799.347,1.04447,0.98874,1.00969,0.32737,0.12177,0.11469,0.06571,1.68164,4.31497,1.34736,1.85373e-05,1.85373e-05,1.85373e-05
299,801.892,1.02387,0.868,0.9779,0.35108,0.12186,0.11398,0.06503,1.68478,4.30536,1.34958,1.84482e-05,1.84482e-05,1.84482e-05
300,804.269,0.99888,0.87739,0.98166,0.32989,0.12155,0.11156,0.06432,1.6887,4.30263,1.35018,1.83591e-05,1.83591e-05,1.83591e-05
301,806.654,1.0463,0.89215,0.9946,0.34357,0.12264,0.11502,0.06531,1.68707,4.28925,1.34863,1.827e-05,1.827e-05,1.827e-05
302,809.059,1.05298,0.8982,0.98842,0.32016,0.12246,0.11291,0.06515,1.68172,4.28807,1.34568,1.81809e-05,1.81809e-05,1.81809e-05
303,811.827,1.03678,0.91682,0.99918,0.31113,0.12321,0.11264,0.06484,1.6775,4.28902,1.34301,1.80918e-05,1.80918e-05,1.80918e-05
304,814.63,1.06184,0.95285,1.00303,0.28508,0.12147,0.11395,0.06649,1.66778,4.27953,1.33886,1.80027e-05,1.80027e-05,1.80027e-05
305,816.987,0.99489,0.85916,0.99036,0.26685,0.11991,0.11152,0.06585,1.65691,4.27279,1.33435,1.79136e-05,1.79136e-05,1.79136e-05
306,819.382,1.0203,0.84689,0.96173,0.25322,0.11824,0.11187,0.06647,1.65376,4.27161,1.33387,1.78245e-05,1.78245e-05,1.78245e-05
307,821.695,1.00567,0.88087,0.99665,0.25078,0.11392,0.11053,0.06526,1.64956,4.2715,1.33027,1.77354e-05,1.77354e-05,1.77354e-05
308,824.195,1.00717,0.87027,0.99031,0.24988,0.1161,0.10977,0.06497,1.64881,4.28259,1.33109,1.76463e-05,1.76463e-05,1.76463e-05
309,827.32,1.03482,0.89173,0.9826,0.2264,0.12343,0.11014,0.06517,1.65234,4.29634,1.33341,1.75572e-05,1.75572e-05,1.75572e-05
310,829.932,1.02099,0.8724,0.97023,0.22517,0.12032,0.11156,0.06476,1.66011,4.31126,1.33567,1.74681e-05,1.74681e-05,1.74681e-05
311,832.343,1.01096,0.84543,0.98614,0.22757,0.11733,0.11163,0.06447,1.66557,4.32023,1.33862,1.7379e-05,1.7379e-05,1.7379e-05
312,834.818,1.03986,0.86059,0.97004,0.21393,0.11763,0.11057,0.06411,1.67406,4.3383,1.34372,1.72899e-05,1.72899e-05,1.72899e-05
313,837.26,1.03956,0.91778,0.99051,0.21923,0.11177,0.11094,0.06424,1.677,4.33857,1.34294,1.72008e-05,1.72008e-05,1.72008e-05
314,840.125,1.02699,0.8924,0.97688,0.22876,0.11106,0.11453,0.06525,1.67965,4.33962,1.34355,1.71117e-05,1.71117e-05,1.71117e-05
315,842.885,1.01453,0.80641,0.96714,0.23945,0.11078,0.11494,0.06558,1.68097,4.34045,1.34424,1.70226e-05,1.70226e-05,1.70226e-05
316,845.302,1.0355,0.89715,0.98749,0.24041,0.10962,0.11461,0.06525,1.68109,4.32819,1.34429,1.69335e-05,1.69335e-05,1.69335e-05
317,847.713,1.04276,0.89517,0.99539,0.25227,0.10905,0.1148,0.06544,1.67558,4.31595,1.34217,1.68444e-05,1.68444e-05,1.68444e-05
318,850.194,1.05636,0.94191,0.95452,0.26706,0.11021,0.11472,0.06557,1.67882,4.31953,1.3448,1.67553e-05,1.67553e-05,1.67553e-05
319,852.936,1.03037,0.88994,0.97469,0.2445,0.11228,0.11502,0.06601,1.6755,4.32208,1.34449,1.66662e-05,1.66662e-05,1.66662e-05
320,856.113,1.04522,0.89208,1.00461,0.26677,0.1116,0.11454,0.06623,1.67314,4.32332,1.34308,1.65771e-05,1.65771e-05,1.65771e-05
321,859.242,1.03008,0.89693,0.98103,0.26833,0.11088,0.11527,0.06668,1.67335,4.32847,1.34346,1.6488e-05,1.6488e-05,1.6488e-05
322,861.85,1.00918,0.86068,0.97697,0.25862,0.1092,0.11488,0.06634,1.67247,4.34085,1.34215,1.63989e-05,1.63989e-05,1.63989e-05
323,864.269,1.03717,0.88446,1.0152,0.27122,0.1082,0.11473,0.06616,1.67154,4.34575,1.34112,1.63098e-05,1.63098e-05,1.63098e-05
324,866.776,0.99895,0.88668,0.99153,0.25467,0.11926,0.11544,0.06713,1.66764,4.34421,1.33702,1.62207e-05,1.62207e-05,1.62207e-05
325,869.879,0.97408,0.83803,0.99047,0.27705,0.12056,0.11597,0.06737,1.66507,4.3488,1.33524,1.61316e-05,1.61316e-05,1.61316e-05
326,872.314,0.99665,0.90098,0.98355,0.27781,0.11876,0.11496,0.06689,1.66345,4.34641,1.33602,1.60425e-05,1.60425e-05,1.60425e-05
327,874.673,1.00862,0.87519,1.01697,0.30025,0.11928,0.11446,0.06815,1.66488,4.34034,1.3345,1.59534e-05,1.59534e-05,1.59534e-05
328,876.998,1.02256,0.90381,1.00273,0.27705,0.12038,0.11473,0.06762,1.66229,4.32491,1.33244,1.58643e-05,1.58643e-05,1.58643e-05
329,879.38,1.05191,0.87756,0.99166,0.26589,0.12174,0.11467,0.06654,1.66309,4.31765,1.33219,1.57752e-05,1.57752e-05,1.57752e-05
330,882.159,1.05609,0.8959,0.9798,0.26543,0.12377,0.11635,0.0679,1.66721,4.31096,1.33648,1.56861e-05,1.56861e-05,1.56861e-05
331,884.968,0.98003,0.84403,0.98963,0.27825,0.12369,0.11633,0.06822,1.66426,4.30215,1.33505,1.5597e-05,1.5597e-05,1.5597e-05
332,887.355,1.03612,0.90088,0.99541,0.25226,0.12397,0.11589,0.06794,1.66423,4.29571,1.33446,1.55079e-05,1.55079e-05,1.55079e-05
333,889.749,1.01705,0.85438,0.95344,0.25285,0.12601,0.11387,0.06736,1.66995,4.29353,1.33865,1.54188e-05,1.54188e-05,1.54188e-05
334,892.156,1.03443,0.87886,1.00358,0.25305,0.12368,0.11291,0.06744,1.67726,4.29126,1.34085,1.53297e-05,1.53297e-05,1.53297e-05
335,894.808,1.05044,0.93167,0.98993,0.26569,0.12525,0.1132,0.06725,1.68057,4.28989,1.3431,1.52406e-05,1.52406e-05,1.52406e-05
336,897.841,1.0029,0.87124,0.96532,0.27456,0.1237,0.11263,0.06692,1.6835,4.29728,1.34541,1.51515e-05,1.51515e-05,1.51515e-05
337,900.234,1.01767,0.88708,0.97395,0.27334,0.12398,0.11164,0.06619,1.68545,4.30202,1.34686,1.50624e-05,1.50624e-05,1.50624e-05
338,902.886,1.02932,0.91078,0.98875,0.26241,0.12388,0.11208,0.06646,1.68647,4.30147,1.34636,1.49733e-05,1.49733e-05,1.49733e-05
339,905.266,1.01383,0.86002,0.99055,0.27519,0.12236,0.11182,0.06601,1.68635,4.29984,1.34555,1.48842e-05,1.48842e-05,1.48842e-05
340,907.66,1.0404,0.95305,1.01612,0.26296,0.12204,0.11392,0.0674,1.68189,4.29129,1.34111,1.47951e-05,1.47951e-05,1.47951e-05
