epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,516.847,1.16607,1.17292,1.0421,0.19077,0.13819,0.11271,0.06652,1.62159,4.08469,1.36859,2.87816e-05,2.87816e-05,2.87816e-05
169,520.039,1.16389,1.16222,1.02618,0.19183,0.13705,0.11234,0.06593,1.62815,4.09336,1.37474,2.86965e-05,2.86965e-05,2.86965e-05
170,522.974,1.1558,1.22184,1.0354,0.19132,0.1388,0.11306,0.06565,1.63426,4.09314,1.37761,2.86113e-05,2.86113e-05,2.86113e-05
171,525.718,1.17263,1.11909,1.031,0.17903,0.14143,0.1144,0.06504,1.64165,4.10153,1.38161,2.85262e-05,2.85262e-05,2.85262e-05
172,528.607,1.16064,1.13578,1.0181,0.20397,0.14289,0.11813,0.06634,1.65046,4.09941,1.38436,2.84411e-05,2.84411e-05,2.84411e-05
173,531.726,1.16309,1.25076,1.04568,0.20602,0.14648,0.11659,0.06549,1.65364,4.09635,1.38622,2.83559e-05,2.83559e-05,2.83559e-05
174,534.764,1.13749,1.15383,1.03658,0.2075,0.14921,0.11876,0.06712,1.65423,4.10719,1.3859,2.82708e-05,2.82708e-05,2.82708e-05
175,537.567,1.13436,1.09915,1.01353,0.21903,0.14905,0.11785,0.06695,1.64759,4.10693,1.38274,2.81856e-05,2.81856e-05,2.81856e-05
176,540.409,1.16589,1.19364,1.03637,0.23134,0.14898,0.11763,0.06833,1.63776,4.10254,1.3769,2.81005e-05,2.81005e-05,2.81005e-05
177,543.216,1.15321,1.13323,1.04653,0.24217,0.145,0.11662,0.06788,1.63736,4.11102,1.37829,2.80154e-05,2.80154e-05,2.80154e-05
178,546.505,1.15788,1.15088,1.0533,0.26858,0.14212,0.11627,0.06759,1.63569,4.10423,1.37742,2.79302e-05,2.79302e-05,2.79302e-05
179,549.306,1.18995,1.14751,1.03216,0.24298,0.14553,0.11558,0.06774,1.64195,4.10118,1.3824,2.78451e-05,2.78451e-05,2.78451e-05
180,552.136,1.14984,1.20833,1.07551,0.21301,0.14542,0.11761,0.06875,1.65228,4.08662,1.38985,2.77599e-05,2.77599e-05,2.77599e-05
181,555.965,1.14669,1.13705,1.02018,0.20311,0.14888,0.12415,0.07414,1.66393,4.08365,1.39525,2.76748e-05,2.76748e-05,2.76748e-05
182,559.653,1.16041,1.12448,1.0448,0.22704,0.14986,0.1214,0.07187,1.67375,4.10093,1.40234,2.75897e-05,2.75897e-05,2.75897e-05
183,562.47,1.13491,1.11621,1.03647,0.22504,0.14873,0.12036,0.0711,1.67768,4.10033,1.40317,2.75045e-05,2.75045e-05,2.75045e-05
184,565.353,1.12919,1.0957,1.02383,0.2259,0.14694,0.12123,0.0715,1.66865,4.10808,1.39562,2.74194e-05,2.74194e-05,2.74194e-05
185,568.136,1.14726,1.16117,1.05861,0.22672,0.14614,0.12125,0.07158,1.65895,4.09465,1.38894,2.73342e-05,2.73342e-05,2.73342e-05
186,571.412,1.12034,1.17461,1.04305,0.21171,0.14001,0.12,0.07155,1.64793,4.08862,1.38245,2.72491e-05,2.72491e-05,2.72491e-05
187,574.403,1.09416,1.05865,1.04116,0.18914,0.14412,0.12031,0.0717,1.63832,4.09497,1.3778,2.7164e-05,2.7164e-05,2.7164e-05
188,577.243,1.13837,1.0487,1.01597,0.20635,0.12961,0.12173,0.07385,1.62584,4.07837,1.36703,2.70788e-05,2.70788e-05,2.70788e-05
189,580.074,1.14134,1.07537,1.00363,0.22053,0.12881,0.12364,0.07488,1.62573,4.07614,1.36711,2.69937e-05,2.69937e-05,2.69937e-05
190,583.268,1.1464,1.12478,1.04105,0.23364,0.13201,0.11405,0.06605,1.63386,4.07518,1.37051,2.69085e-05,2.69085e-05,2.69085e-05
191,586.321,1.11902,1.08674,1.01588,0.23734,0.13822,0.11593,0.06711,1.63966,4.06615,1.37262,2.68234e-05,2.68234e-05,2.68234e-05
192,589.148,1.13104,1.10511,1.03841,0.22005,0.14359,0.11611,0.06669,1.65034,4.05059,1.38109,2.67383e-05,2.67383e-05,2.67383e-05
193,591.963,1.1574,1.09936,1.04286,0.2616,0.13727,0.11682,0.06639,1.64994,4.04116,1.37929,2.66531e-05,2.66531e-05,2.66531e-05
194,594.93,1.17106,1.14373,1.04123,0.25953,0.13913,0.11617,0.06617,1.64841,4.03782,1.37772,2.6568e-05,2.6568e-05,2.6568e-05
195,598.074,1.09833,0.9969,1.01884,0.25927,0.13602,0.11475,0.06503,1.64544,4.03866,1.37622,2.64828e-05,2.64828e-05,2.64828e-05
196,600.88,1.13454,1.09552,1.02014,0.23608,0.14408,0.11362,0.06567,1.64007,4.03374,1.37336,2.63977e-05,2.63977e-05,2.63977e-05
197,603.684,1.13139,1.06651,1.03446,0.23765,0.14684,0.11163,0.06454,1.6342,4.02398,1.36794,2.63126e-05,2.63126e-05,2.63126e-05
198,606.496,1.11696,1.10333,1.02272,0.23089,0.14681,0.1101,0.06379,1.63073,4.02509,1.3665,2.62274e-05,2.62274e-05,2.62274e-05
199,609.751,1.11881,1.09682,1.00309,0.23088,0.14618,0.10868,0.06269,1.6345,4.03634,1.36896,2.61423e-05,2.61423e-05,2.61423e-05
200,612.763,1.09025,1.014,1.02076,0.1902,0.14525,0.11062,0.06471,1.6435,4.04846,1.37523,2.60571e-05,2.60571e-05,2.60571e-05
201,615.551,1.11524,1.02274,1.0067,0.19962,0.15455,0.11322,0.06639,1.64996,4.05338,1.38218,2.5972e-05,2.5972e-05,2.5972e-05
202,618.365,1.11113,1.07748,1.00475,0.22809,0.13757,0.11199,0.06561,1.65574,4.05227,1.38498,2.58869e-05,2.58869e-05,2.58869e-05
203,621.488,1.08092,1.06505,1.02701,0.22775,0.13574,0.11726,0.06981,1.65848,4.05437,1.38518,2.58017e-05,2.58017e-05,2.58017e-05
204,624.58,1.12783,1.07355,0.99989,0.23383,0.13902,0.11979,0.06986,1.66053,4.04145,1.38352,2.57166e-05,2.57166e-05,2.57166e-05
205,627.348,1.1242,1.06946,1.03069,0.23575,0.13795,0.11809,0.06828,1.65506,4.02663,1.37733,2.56314e-05,2.56314e-05,2.56314e-05
206,630.108,1.10797,1.04498,1.00636,0.2499,0.13618,0.11715,0.06672,1.65361,4.01592,1.37317,2.55463e-05,2.55463e-05,2.55463e-05
207,632.963,1.14357,1.08541,1.02402,0.27987,0.13642,0.11783,0.06694,1.65413,4.01517,1.37098,2.54612e-05,2.54612e-05,2.54612e-05
208,636.121,1.10078,1.06973,0.99508,0.37476,0.1264,0.12159,0.07009,1.65274,4.0199,1.36825,2.5376e-05,2.5376e-05,2.5376e-05
209,638.932,1.12839,1.05886,0.98864,0.25578,0.14623,0.11825,0.06809,1.65052,4.01596,1.36612,2.52909e-05,2.52909e-05,2.52909e-05
210,641.709,1.11145,1.05886,1.01427,0.26594,0.14344,0.11919,0.06807,1.65681,4.02605,1.37018,2.52057e-05,2.52057e-05,2.52057e-05
211,644.536,1.16649,1.05801,1.02549,0.2682,0.14186,0.11863,0.06762,1.65358,4.02467,1.36994,2.51206e-05,2.51206e-05,2.51206e-05
212,647.843,1.11069,1.02257,1.01622,0.26695,0.14741,0.11781,0.06622,1.65423,4.03064,1.3692,2.50355e-05,2.50355e-05,2.50355e-05
213,650.819,1.11348,1.0266,1.01825,0.24817,0.14555,0.11691,0.06574,1.65998,4.03739,1.37616,2.49503e-05,2.49503e-05,2.49503e-05
214,653.708,1.13093,1.06788,1.00975,0.24778,0.14275,0.11537,0.06541,1.6651,4.04695,1.38108,2.48652e-05,2.48652e-05,2.48652e-05
215,656.486,1.12686,1.07777,1.03389,0.36743,0.12751,0.11673,0.06597,1.67339,4.03977,1.38325,2.478e-05,2.478e-05,2.478e-05
216,659.689,1.12793,1.10867,1.02884,0.36767,0.12618,0.11743,0.0661,1.67637,4.04495,1.38364,2.46949e-05,2.46949e-05,2.46949e-05
217,662.817,1.12571,1.04236,1.01535,0.26909,0.14181,0.11606,0.06519,1.67933,4.04746,1.38481,2.46098e-05,2.46098e-05,2.46098e-05
218,665.564,1.10994,1.04412,1.0097,0.25183,0.1431,0.11622,0.06475,1.68193,4.06137,1.38662,2.45246e-05,2.45246e-05,2.45246e-05
219,668.374,1.12641,1.05604,1.02403,0.26668,0.1433,0.11501,0.06333,1.68142,4.06889,1.38723,2.44395e-05,2.44395e-05,2.44395e-05
220,671.372,1.10348,1.02062,0.99376,0.22927,0.14198,0.11364,0.06388,1.66521,4.07923,1.38005,2.43543e-05,2.43543e-05,2.43543e-05
221,674.49,1.10318,1.01723,1.02672,0.37374,0.12096,0.11439,0.06383,1.66252,4.07633,1.37911,2.42692e-05,2.42692e-05,2.42692e-05
222,677.326,1.1166,1.0389,1.00127,0.39197,0.12559,0.11502,0.06432,1.66617,4.07918,1.38251,2.41841e-05,2.41841e-05,2.41841e-05
223,680.196,1.11562,1.02403,1.0214,0.37899,0.12581,0.11487,0.06414,1.66366,4.07651,1.38115,2.40989e-05,2.40989e-05,2.40989e-05
224,683.089,1.11448,0.9845,1.00931,0.36816,0.12802,0.11602,0.06535,1.6636,4.07185,1.38125,2.40138e-05,2.40138e-05,2.40138e-05
225,686.294,1.10998,0.97598,1.02414,0.32468,0.13963,0.11707,0.06667,1.6664,4.06704,1.38213,2.39286e-05,2.39286e-05,2.39286e-05
226,689.133,1.0729,1.01847,1.01433,0.33641,0.13486,0.11725,0.06709,1.66933,4.05731,1.38236,2.38435e-05,2.38435e-05,2.38435e-05
227,691.913,1.1087,0.9977,1.01295,0.32761,0.13527,0.11802,0.06785,1.67358,4.06328,1.38468,2.37584e-05,2.37584e-05,2.37584e-05
228,694.764,1.07798,0.97121,1.00561,0.31558,0.13466,0.11867,0.06852,1.67033,4.06487,1.38299,2.36732e-05,2.36732e-05,2.36732e-05
229,698.022,1.12272,1.00849,1.02335,0.25781,0.14362,0.11719,0.06796,1.66771,4.06008,1.38129,2.35881e-05,2.35881e-05,2.35881e-05
230,701.082,1.11203,1.02326,1.00706,0.28311,0.14602,0.11844,0.06863,1.66558,4.04885,1.37813,2.35029e-05,2.35029e-05,2.35029e-05
231,704.323,1.069,0.96888,0.99988,0.29697,0.14568,0.11874,0.06893,1.66063,4.04471,1.37614,2.34178e-05,2.34178e-05,2.34178e-05
232,707.22,1.08446,0.9925,0.9905,0.29422,0.13876,0.11844,0.06913,1.66197,4.04805,1.37765,2.33327e-05,2.33327e-05,2.33327e-05
233,710.311,1.08007,0.97514,0.98544,0.30934,0.14128,0.11935,0.06889,1.66212,4.0498,1.37775,2.32475e-05,2.32475e-05,2.32475e-05
234,713.439,1.10581,0.9698,0.99063,0.3203,0.1402,0.11849,0.06822,1.66215,4.04773,1.3775,2.31624e-05,2.31624e-05,2.31624e-05
235,716.275,1.07724,0.94556,1.01067,0.32509,0.13774,0.1206,0.06927,1.66399,4.04818,1.3783,2.30772e-05,2.30772e-05,2.30772e-05
236,719.088,1.09323,0.95788,0.99404,0.31204,0.14197,0.11967,0.06775,1.66901,4.04132,1.37855,2.29921e-05,2.29921e-05,2.29921e-05
237,722.053,1.08098,0.99619,1.01625,0.31294,0.13927,0.11842,0.06757,1.66978,4.04577,1.38125,2.2907e-05,2.2907e-05,2.2907e-05
238,725.205,1.08175,1.00247,1.0002,0.29615,0.14125,0.11783,0.06663,1.66893,4.04042,1.38115,2.28218e-05,2.28218e-05,2.28218e-05
239,728.095,1.09219,1.01893,1.00331,0.32015,0.13793,0.11862,0.06682,1.66797,4.03688,1.3801,2.27367e-05,2.27367e-05,2.27367e-05
240,730.968,1.0901,0.96385,0.99496,0.25251,0.14616,0.12211,0.06959,1.65805,4.04646,1.37536,2.26515e-05,2.26515e-05,2.26515e-05
241,733.736,1.09184,0.97391,1.00726,0.31663,0.13219,0.1201,0.06883,1.65678,4.04501,1.37325,2.25664e-05,2.25664e-05,2.25664e-05
242,737.035,1.05832,1.02205,1.01526,0.31819,0.13065,0.12073,0.06989,1.65576,4.04682,1.37288,2.24813e-05,2.24813e-05,2.24813e-05
243,739.868,1.06083,0.97915,1.02839,0.32712,0.12925,0.12048,0.06964,1.65828,4.05376,1.3755,2.23961e-05,2.23961e-05,2.23961e-05
244,742.693,1.07452,0.94677,1.00907,0.32769,0.13075,0.12044,0.06858,1.65894,4.06028,1.37607,2.2311e-05,2.2311e-05,2.2311e-05
245,745.513,1.09358,1.01452,1.04374,0.2989,0.13934,0.1207,0.06944,1.66066,4.05882,1.37561,2.22258e-05,2.22258e-05,2.22258e-05
246,748.686,1.10046,0.98966,0.99652,0.26965,0.13783,0.11916,0.06728,1.66195,4.06405,1.37612,2.21407e-05,2.21407e-05,2.21407e-05
247,751.771,1.06521,0.96494,0.99586,0.27305,0.13474,0.11979,0.06732,1.66326,4.07284,1.37796,2.20556e-05,2.20556e-05,2.20556e-05
248,754.554,1.07163,0.9527,1.02754,0.3222,0.13,0.11981,0.06769,1.66305,4.0673,1.3768,2.19704e-05,2.19704e-05,2.19704e-05
249,757.355,1.08027,0.98041,1.00672,0.33406,0.12901,0.11888,0.06688,1.66211,4.0602,1.37828,2.18853e-05,2.18853e-05,2.18853e-05
250,760.318,1.06558,0.93047,0.99068,0.33762,0.12925,0.1203,0.06747,1.66666,4.06297,1.38292,2.18001e-05,2.18001e-05,2.18001e-05
251,763.5,1.08704,1.02171,1.01313,0.33821,0.12244,0.12156,0.06773,1.6729,4.05557,1.38619,2.1715e-05,2.1715e-05,2.1715e-05
252,766.345,1.09604,0.9692,0.99844,0.29247,0.14442,0.12262,0.06853,1.6747,4.01015,1.38827,2.16299e-05,2.16299e-05,2.16299e-05
253,769.11,1.04738,0.92169,0.99753,0.28003,0.14675,0.12224,0.06876,1.6769,4.00886,1.39081,2.15447e-05,2.15447e-05,2.15447e-05
254,771.875,1.12126,1.00611,1.01296,0.27841,0.15001,0.12076,0.068,1.67396,4.0014,1.38915,2.14596e-05,2.14596e-05,2.14596e-05
255,775.173,1.06589,0.94962,1.00637,0.31965,0.13214,0.12093,0.06811,1.67667,3.99542,1.38942,2.13744e-05,2.13744e-05,2.13744e-05
256,777.987,1.05205,0.91825,1.0008,0.3174,0.13137,0.11717,0.06618,1.67688,4.00053,1.38899,2.12893e-05,2.12893e-05,2.12893e-05
257,780.845,1.08082,0.96645,1.00044,0.31473,0.1337,0.11703,0.06619,1.67917,4.00461,1.38857,2.12042e-05,2.12042e-05,2.12042e-05
258,783.711,1.0785,0.94365,1.0004,0.27645,0.14218,0.1184,0.06736,1.68017,4.01077,1.38748,2.1119e-05,2.1119e-05,2.1119e-05
